credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo
CR000935,CL00848,2025-06-30,Avance de nómina,450000,3,0.0296,159000,App,851,0.0619,Automática,Finalizado
CR000936,CL00849,2026-01-29,Crédito libre inversión,1200000,3,0.0333,427000,Aliado,835,0.1959,Automática,Finalizado
CR000937,CL00850,2025-05-12,Crédito consumo digital,3450000,6,0.0207,617000,Aliado,804,0.2036,Automática,Finalizado
CR000938,CL00851,2025-06-02,Microcrédito,1550000,6,0.0338,290000,App,826,0.1062,Automática,Mora moderada
CR000939,CL00852,2025-12-15,Crédito libre inversión,14550000,3,0.0182,5028000,App,900,0.6573,Excepción,Finalizado
CR000940,CL00853,2025-07-12,Crédito consumo digital,750000,6,0.0207,134000,App,824,0.0709,Automática,Finalizado
CR000941,CL00854,2025-10-26,Crédito consumo digital,400000,12,0.0208,38000,Call center,834,0.0215,Automática,Activo
CR000942,CL00855,2025-12-01,,1050000,9,0.0274,133000,Web,900,0.0518,Automática,Activo
CR000943,CL00857,2025-12-18,Microcrédito,1500000,6,0.03,277000,App,716,0.172,Automática,Mora moderada
CR000944,CL00859,2025-02-06,Avance de nómina,3750000,6,0.0303,693000,Aliado,900,0.1006,Automática,Finalizado
CR000945,CL00861,2024-02-16,Crédito consumo digital,1250000,24,0.0217,67000,Web,578,0.0295,Manual,Mora moderada
CR000946,CL00862,2025-12-02,Microcrédito,1700000,6,0.0385,323000,Web,900,0.0907,Automática,Activo
CR000947,CL00863,2024-06-27,Crédito consumo digital,1750000,12,0.0308,177000,App,861,0.0734,Automática,Finalizado
CR000948,CL00864,2026-03-21,Crédito consumo digital,1650000,6,0.0222,297000,Web,831,0.0762,Automática,Activo
CR000949,CL00865,2026-03-31,Crédito consumo digital,500000,9,0.0384,67000,App,660,0.0482,Automática,Activo
CR000950,CL00866,2025-05-01,Crédito consumo digital,1400000,9,0.024,175000,App,873,0.0681,Automática,Finalizado
CR000951,CL00868,2026-03-03,Microcrédito,1500000,9,0.0427,204000,Aliado,861,0.0662,Automática,Activo
CR000952,CL00869,2025-08-10,Crédito consumo digital,2400000,18,0.0388,188000,App,805,0.1279,Automática,Mora moderada
CR000953,CL00870,2025-01-12,Microcrédito,2600000,9,0.0418,353000,App,847,0.1374,Automática,Mora moderada
CR000954,CL00870,2024-04-24,Microcrédito,1700000,6,0.045,330000,App,788,0.1284,Automática,Finalizado
CR000955,CL00871,2023-09-19,Crédito libre inversión,3600000,18,0.0325,267000,App,822,0.1658,Automática,Finalizado
CR000956,CL00873,2025-12-14,Crédito consumo digital,2600000,6,0.0313,482000,App,845,0.1535,Automática,Mora severa
CR000957,CL00874,2025-05-22,Crédito consumo digital,3700000,6,0.0268,676000,Web,900,0.1653,Automática,Finalizado
CR000958,CL00876,2025-09-04,Avance de nómina,1000000,12,0.0282,99000,App,887,0.0304,Automática,Activo
CR000959,CL00876,2025-10-28,Microcrédito,3950000,18,0.0349,299000,App,876,0.0917,Automática,Activo
CR000960,CL00877,2025-11-13,Crédito consumo digital,950000,6,0.0234,172000,App,748,0.1623,Automática,Mora moderada
CR000961,CL00877,2025-07-10,Crédito consumo digital,650000,12,0.0331,67000,App,811,0.0632,Automática,Activo
CR000962,CL00878,2025-05-07,Crédito consumo digital,400000,6,0.0285,73000,App,819,0.0408,Automática,Finalizado
CR000963,CL00879,2025-03-20,Microcrédito,2350000,6,0.035,441000,App,893,0.1267,Automática,Finalizado
CR000964,CL00879,2025-04-19,Crédito consumo digital,1800000,18,0.0385,140000,App,900,0.0402,Automática,Activo
CR000965,CL00881,2025-10-16,Microcrédito,950000,9,0.0431,130000,App,810,0.0605,Automática,Activo
CR000966,CL00882,2024-12-23,Crédito consumo digital,2500000,6,0.0329,466000,App,900,0.1043,Automática,Finalizado
CR000967,CL00883,2025-03-30,Crédito consumo digital,400000,24,0.0267,23000,App,722,0.0365,Automática,Mora severa
CR000968,CL00884,2025-08-20,Microcrédito,10450000,12,0.0259,1025000,Aliado,867,0.1795,Automática,Activo
CR000969,CL00886,2025-12-17,Crédito consumo digital,1100000,6,0.0297,203000,App,794,0.1586,Automática,Activo
CR000970,CL00887,2026-01-27,Crédito consumo digital,950000,12,0.0375,100000,App,817,0.0439,Automática,Activo
CR000971,CL00889,2025-01-02,Crédito consumo digital,3150000,12,0.0231,304000,App,785,0.1126,Automática,Mora severa
CR000972,CL00890,2025-02-10,Crédito consumo digital,1450000,12,0.0302,146000,Web,548,0.0664,Manual,Finalizado
CR000973,CL00890,2025-12-16,Crédito consumo digital,1250000,9,0.0246,157000,App,528,0.0714,Excepción,Activo
CR000974,CL00891,2024-08-22,Avance de nómina,1000000,6,0.0233,181000,Call center,831,0.0675,Automática,Mora moderada
CR000975,CL00891,2024-12-24,Crédito consumo digital,800000,12,0.0322,81000,App,830,0.0302,Automática,Finalizado
CR000976,CL00892,2026-03-31,Crédito consumo digital,1100000,6,0.0275,201000,App,856,0.0782,Automática,Activo
CR000977,CL00892,2025-08-31,Crédito libre inversión,5150000,6,0.0202,920000,App,767,0.358,Manual,Mora moderada
CR000978,CL00893,2025-10-05,Crédito consumo digital,2600000,6,0.035,488000,Aliado,622,0.2346,Automática,Finalizado
CR000979,CL00893,2026-03-07,Crédito libre inversión,1250000,12,0.0244,121000,App,599,0.0582,Manual,Activo
CR000980,CL00895,2025-07-28,Crédito libre inversión,3850000,9,0.0242,481000,App,900,0.0962,Automática,Finalizado
CR000981,CL00896,2025-06-29,Crédito consumo digital,900000,12,0.0354,93000,Web,860,0.0363,Automática,Mora moderada
CR000982,CL00897,2025-09-13,Microcrédito,1800000,12,0.0392,191000,App,744,0.1308,Automática,Mora severa
CR000983,CL00898,2025-09-04,Crédito consumo digital,1800000,12,0.027,178000,App,831,0.1369,Automática,Activo
CR000984,CL00900,2025-04-26,Microcrédito,5800000,6,0.0307,1073000,Call center,529,0.3989,Excepción,Finalizado
CR000985,CL00900,2024-06-23,Microcrédito,2800000,12,0.0251,273000,App,617,0.1015,Manual,Finalizado
CR000986,CL00900,2025-04-09,Crédito consumo digital,700000,9,0.0226,87000,App,634,0.0323,Automática,Finalizado
CR000987,CL00904,2025-06-21,Microcrédito,650000,6,0.0311,120000,Aliado,801,0.0774,Automática,Mora moderada
CR000988,CL00905,2025-07-17,Crédito consumo digital,650000,18,0.0305,47000,Web,815,0.0214,Automática,Mora severa
CR000989,CL00906,2024-11-08,Crédito consumo digital,3150000,12,0.0208,299000,Web,889,0.0845,Automática,Mora moderada
CR000990,CL00907,2025-05-22,Microcrédito,2800000,6,0.0448,543000,App,793,0.1655,Automática,Mora moderada
CR000991,CL00908,2025-09-09,Crédito consumo digital,1250000,9,0.0243,156000,Aliado,856,0.0681,Automática,Activo
CR000992,CL00908,2026-01-26,Crédito consumo digital,1200000,6,0.0292,221000,App,845,0.0965,Automática,Activo
CR000993,CL00909,2023-11-28,Crédito consumo digital,1250000,12,0.0214,119000,Web,753,0.0721,Automática,Finalizado
CR000994,CL00909,2026-01-26,Microcrédito,1850000,6,0.0323,344000,App,799,0.2085,Automática,Activo
CR000995,CL00911,2025-05-21,Crédito consumo digital,1800000,12,0.0382,190000,Aliado,850,0.0696,Automática,Activo
CR000996,CL00912,2025-07-09,Microcrédito,1750000,6,0.0266,319000,App,779,0.106,Automática,Finalizado
CR000997,CL00912,2025-09-10,Microcrédito,2900000,3,0.0362,1037000,App,813,0.3445,Automática,Finalizado
CR000998,CL00913,2025-09-22,Crédito consumo digital,550000,9,0.0335,72000,Aliado,785,0.059,Automática,Mora moderada
CR000999,CL00914,2026-03-26,Crédito libre inversión,1650000,12,0.0277,163000,App,821,0.0634,Automática,Activo
CR001000,CL00915,2025-08-03,Microcrédito,1400000,6,0.0285,257000,App,768,0.1272,Automática,Finalizado
CR001001,CL00916,2025-02-19,Crédito consumo digital,1500000,24,0.0202,80000,Web,882,0.0233,Automática,Activo
CR001002,CL00917,2026-01-03,Crédito consumo digital,1100000,24,0.0385,71000,Aliado,900,0.0216,Automática,Activo
CR001003,CL00917,2025-08-23,Crédito consumo digital,1500000,6,0.0278,275000,Aliado,900,0.0838,Automática,Mora moderada
CR001004,CL00918,2024-10-15,Avance de nómina,1150000,3,0.03,407000,Web,900,0.0604,Automática,Finalizado
CR001005,CL00919,2024-12-12,Microcrédito,1150000,6,0.0365,217000,App,799,0.0844,Automática,Finalizado
CR001006,CL00919,2025-10-07,Avance de nómina,950000,18,0.0296,69000,App,816,0.0268,Automática,Mora severa
CR001007,CL00920,2024-08-24,Crédito consumo digital,1500000,9,0.0365,199000,Web,900,0.057,Automática,Finalizado
CR001008,CL00921,2026-02-02,Crédito consumo digital,1300000,9,0.0302,167000,App,768,0.0746,Automática,Activo
CR001009,CL00921,2025-04-12,Crédito consumo digital,1650000,9,0.033,215000,Call center,885,0.096,Automática,Finalizado
CR001010,CL00923,2024-02-03,Crédito libre inversión,4250000,6,0.0307,786000,Aliado,772,0.2265,Automática,Finalizado
CR001011,CL00925,2025-11-20,Crédito consumo digital,800000,9,0.025,100000,App,900,0.0356,Automática,Activo
CR001012,CL00927,2026-03-06,Crédito libre inversión,5650000,12,0.0184,529000,Aliado,794,0.2727,Automática,Activo
CR001013,CL00928,2024-02-10,Crédito consumo digital,600000,12,0.0322,61000,App,712,0.0526,Automática,Mora moderada
CR001014,CL00929,2026-01-27,Crédito libre inversión,1500000,9,0.0289,192000,Web,723,0.1433,Automática,Activo
CR001015,CL00930,2025-10-20,Crédito consumo digital,1600000,12,0.035,166000,Aliado,801,0.1129,Automática,Activo
CR001016,CL00931,2025-10-09,Microcrédito,1400000,6,0.0346,262000,App,771,0.1489,Automática,Mora moderada
CR001017,CL00932,2026-03-16,Crédito libre inversión,3950000,12,0.0237,382000,Web,882,0.142,Automática,Activo
CR001018,CL00933,2025-02-01,Crédito libre inversión,1650000,12,0.0265,162000,Aliado,781,0.0827,Automática,Finalizado
CR001019,CL00934,2025-04-09,Crédito libre inversión,5050000,6,0.0258,919000,App,777,0.2908,Automática,Mora severa
CR001020,CL00937,2026-02-27,Crédito libre inversión,4750000,6,0.0283,872000,App,812,0.3028,Automática,Activo
CR001021,CL00938,2025-12-10,Crédito consumo digital,850000,6,0.0374,161000,Web,791,1.8,Automática,Mora severa
CR001022,CL00938,2026-01-15,Microcrédito,1850000,9,0.0301,238000,Aliado,808,0.0971,Automática,Activo
CR001023,CL00939,2023-12-16,Crédito consumo digital,1800000,6,0.0273,329000,Call center,834,0.0991,Automática,Finalizado
CR001024,CL00940,2024-02-17,Avance de nómina,1350000,6,0.0282,248000,Call center,900,0.0482,Automática,Finalizado
CR001025,CL00940,2024-11-28,Crédito consumo digital,2350000,6,0.0345,440000,App,900,0.0854,Automática,Finalizado
CR001026,CL00941,2024-03-27,Crédito consumo digital,2600000,6,0.0205,465000,App,892,0.1987,Automática,Finalizado
CR001027,CL00941,2025-06-27,Crédito consumo digital,1150000,6,0.0277,211000,App,828,0.0902,Automática,Finalizado
CR001028,CL00942,2026-01-08,Microcrédito,4100000,3,0.0302,1450000,App,856,0.4096,Manual,Activo
CR001029,CL00942,2025-04-27,Crédito libre inversión,5900000,12,0.0226,567000,Aliado,868,0.1602,Automática,Finalizado
CR001030,CL00943,2024-10-28,Crédito consumo digital,800000,6,0.0226,144000,App,856,0.0842,Automática,Finalizado
CR001031,CL00944,2024-08-29,Crédito consumo digital,600000,3,0.0356,214000,App,637,0.1399,Automática,Finalizado
CR001032,CL00944,2023-09-18,Crédito libre inversión,2750000,6,0.0293,506000,App,735,0.3307,Automática,Mora moderada
CR001033,CL00944,2025-07-21,Crédito consumo digital,1200000,3,0.0213,417000,App,844,0.2725,Automática,Mora severa
CR001034,CL00945,2025-10-21,Microcrédito,2400000,24,0.0295,141000,App,856,0.0472,Automática,Activo
CR001035,CL00946,2025-10-20,Crédito consumo digital,1550000,12,0.0222,149000,Call center,833,0.0536,Automática,Activo
CR001036,CL00947,2023-12-24,Crédito consumo digital,4800000,12,0.0285,478000,Aliado,900,0.1037,Automática,Finalizado
CR001037,CL00947,2023-09-18,Crédito consumo digital,2950000,6,0.0341,552000,App,900,0.1197,Automática,Finalizado
CR001038,CL00949,2025-08-08,Crédito consumo digital,1400000,9,0.0366,185000,App,875,0.1076,Automática,Activo
CR001039,CL00950,2025-07-12,Avance de nómina,500000,6,0.0208,90000,App,876,0.0584,Automática,Mora severa
CR001040,CL00950,2024-06-17,Avance de nómina,1150000,9,0.0276,146000,Web,766,0.0948,Automática,Mora severa
CR001041,CL00951,2026-02-08,Crédito consumo digital,1050000,3,0.025,368000,Web,757,0.1786,Automática,Activo
CR001042,CL00952,2024-01-12,Microcrédito,3900000,6,0.0296,719000,Web,789,0.2643,Automática,Mora moderada
CR001043,CL00953,2025-07-23,Crédito libre inversión,1700000,6,0.018,301000,App,807,0.101,Automática,Mora moderada
CR001044,CL00953,2025-12-23,Crédito consumo digital,1450000,9,0.0273,184000,Aliado,782,0.0617,Automática,Activo
CR001045,CL00954,2024-11-05,Crédito libre inversión,3000000,12,0.0325,306000,App,900,0.1391,Automática,Finalizado
CR001046,CL00956,2025-08-09,Crédito consumo digital,2150000,18,0.0246,149000,Aliado,900,0.0309,Automática,Activo
CR001047,CL00957,2026-03-01,Crédito consumo digital,4850000,12,0.0239,470000,App,876,0.1047,Automática,Activo
CR001048,CL00958,2025-05-07,Crédito libre inversión,5450000,12,0.0219,521000,App,565,0.1731,Manual,Activo
CR001049,CL00958,2025-12-26,Crédito libre inversión,4850000,3,0.0282,1709000,Aliado,441,0.5678,Excepción,Finalizado
CR001050,CL00958,2025-06-09,Crédito libre inversión,2300000,12,0.0223,221000,App,591,0.0734,Manual,Activo
CR001051,CL00960,2024-03-21,Crédito consumo digital,2200000,6,0.035,413000,App,844,0.1229,Automática,Finalizado
CR001052,CL00961,2025-06-30,Crédito libre inversión,3050000,12,0.022,292000,App,828,0.1106,Automática,Activo
CR001053,CL00962,2026-03-06,Crédito libre inversión,5300000,6,0.0182,940000,App,900,0.2919,Automática,Activo
CR001054,CL00962,2025-08-16,Crédito consumo digital,1950000,12,0.0256,191000,App,900,0.0593,Automática,Activo
CR001055,CL00963,2024-05-29,Crédito libre inversión,3700000,12,0.0189,348000,Aliado,785,0.1822,Automática,Mora moderada
CR001056,CL00964,2026-01-03,Crédito consumo digital,1050000,6,0.0314,195000,Web,893,0.101,Automática,Activo
CR001057,CL00965,2024-04-17,Microcrédito,2600000,18,0.0406,206000,App,801,0.0802,Automática,Mora severa
CR001058,CL00966,2026-03-12,Crédito consumo digital,950000,6,0.0308,176000,Call center,896,0.0685,Automática,Activo
CR001059,CL00968,2025-05-25,Crédito consumo digital,2300000,9,0.0365,304000,Call center,846,0.1328,Automática,Finalizado
CR001060,CL00969,2024-02-13,Avance de nómina,400000,6,0.0316,74000,App,862,0.0288,Automática,Finalizado
CR001061,CL00970,2026-02-10,Avance de nómina,750000,3,0.095,263000,Aliado,813,0.1185,Automática,Activo
CR001062,CL00971,2026-02-26,Crédito consumo digital,1800000,12,0.0316,183000,Aliado,773,0.0782,Automática,Activo
CR001063,CL00972,2026-01-22,Crédito consumo digital,350000,12,0.0332,36000,App,641,0.0474,Automática,Mora moderada
CR001064,CL00972,2025-05-15,Crédito consumo digital,450000,6,0.0267,82000,Aliado,792,0.1079,Automática,Mora severa
CR001065,CL00973,2025-07-16,Avance de nómina,500000,18,0.0259,35000,Call center,893,0.0075,Automática,Activo
CR001066,CL00973,2025-11-05,Crédito consumo digital,2150000,18,0.0268,152000,Aliado,900,0.0326,Automática,Activo
CR001067,CL00975,2024-12-10,Crédito consumo digital,1600000,18,0.0348,121000,Call center,752,0.0699,Automática,Mora moderada
CR001068,CL00978,2025-12-07,Crédito consumo digital,1350000,12,0.0317,137000,Call center,780,0.0533,Automática,Activo
CR001069,CL00978,2025-10-16,Crédito libre inversión,2200000,12,0.0255,215000,Aliado,820,0.0837,Automática,Mora severa
CR001070,CL00979,2023-11-08,Microcrédito,1700000,18,0.0405,135000,Web,757,0.1071,Automática,Mora severa
CR001071,CL00979,2023-09-06,Crédito libre inversión,2300000,6,0.025,418000,App,773,0.3317,Automática,Mora moderada
CR001072,CL00980,2025-06-28,Crédito consumo digital,1900000,9,0.0248,238000,Web,900,0.0829,Automática,Finalizado
CR001073,CL00981,2025-11-03,Crédito consumo digital,3000000,9,0.0224,372000,Aliado,852,0.0869,Automática,Mora moderada
CR001074,CL00982,2025-10-31,Crédito libre inversión,2400000,3,0.0199,832000,App,786,0.4597,Manual,Finalizado
CR001075,CL00983,2025-06-29,Microcrédito,3850000,3,0.031,1364000,App,840,0.4624,Manual,Finalizado
CR001076,CL00984,2024-03-12,Crédito libre inversión,2500000,3,0.0311,886000,App,795,0.4497,Manual,Finalizado
CR001077,CL00985,2026-03-07,Crédito consumo digital,1450000,6,0.0317,269000,App,708,0.1234,Automática,Activo
CR001078,CL00986,2025-08-11,Crédito consumo digital,1200000,12,0.0356,125000,App,587,0.0638,Manual,Activo
CR001079,CL00986,2024-11-21,Crédito consumo digital,700000,24,0.0311,42000,Aliado,616,0.0214,Manual,Mora severa
CR001080,CL00987,2025-12-03,Crédito consumo digital,400000,3,0.0361,143000,App,900,0.0633,Automática,Mora severa
CR001081,CL00988,2025-11-14,Microcrédito,5900000,12,0.0297,592000,App,824,0.1741,Automática,Activo
CR001082,CL00988,2025-12-01,Avance de nómina,1350000,6,0.0294,249000,App,786,0.0732,Automática,Activo
CR001083,CL00989,2025-08-04,Microcrédito,1100000,12,0.0277,109000,App,800,0.044,Automática,Activo
CR001084,CL00990,2025-09-26,Crédito libre inversión,1500000,12,0.0327,153000,App,582,0.0677,Manual,Activo
CR001085,CL00991,2024-09-01,Crédito consumo digital,3100000,6,0.0359,584000,Aliado,900,0.1497,Automática,Finalizado
CR001086,CL00992,2025-07-06,Crédito consumo digital,1050000,12,0.0336,108000,App,885,0.0403,Automática,Mora severa
CR001087,CL00992,2025-10-27,Crédito libre inversión,7550000,24,0.0186,393000,App,876,0.1466,Automática,Activo
CR001088,CL00992,2025-08-23,Microcrédito,2100000,9,0.0285,268000,Aliado,768,0.1,Automática,Mora severa
CR001089,CL00994,2025-07-20,Crédito consumo digital,1750000,9,0.0264,221000,App,900,0.0619,Automática,Finalizado
CR001090,CL00995,2025-06-25,Crédito consumo digital,1000000,12,0.0376,105000,App,705,0.0398,Automática,Activo
CR001091,CL00995,2025-05-23,Crédito consumo digital,2450000,12,0.0231,236000,App,781,0.0894,Automática,Activo
CR001092,CL00996,2025-06-04,Crédito consumo digital,850000,12,0.0388,90000,Aliado,826,0.0312,Automática,Activo
CR001093,CL00999,2025-10-05,Crédito consumo digital,1200000,18,0.0227,82000,App,877,0.035,Automática,Activo
CR001094,CL01000,2025-09-19,Crédito libre inversión,5000000,24,0.0332,306000,App,853,0.0818,Automática,Activo
CR001095,CL01000,2025-12-29,Crédito libre inversión,5950000,9,0.0267,753000,App,900,0.2013,Automática,Activo
CR001096,CL01000,2025-10-14,Crédito libre inversión,8100000,18,0.026,569000,App,900,0.1521,Automática,Activo
CR001097,CL01001,2025-11-03,Crédito consumo digital,5050000,18,0.0203,338000,Web,900,0.0797,Automática,Activo
CR001098,CL01002,2026-03-27,Crédito consumo digital,1450000,12,0.0274,143000,App,769,0.0856,Automática,Activo
CR001099,CL01003,2025-10-19,Crédito consumo digital,6950000,3,0.0328,2470000,App,796,0.8125,Excepción,Finalizado
CR001100,CL01003,2025-11-02,Crédito consumo digital,2150000,24,0.0346,133000,App,850,0.0437,Automática,Activo
CR001101,CL01004,2025-11-27,Microcrédito,3700000,12,0.0424,400000,App,900,0.0694,Automática,Activo
CR001102,CL01005,2025-01-03,Crédito consumo digital,950000,6,0.0305,176000,App,900,0.083,Automática,Finalizado
CR001103,CL01006,2025-11-12,Crédito consumo digital,3550000,3,0.025,1243000,App,827,0.3482,Automática,Finalizado
CR001104,CL01006,2024-04-20,Microcrédito,7450000,6,0.0359,1402000,Aliado,787,0.3927,Manual,Mora moderada
CR001105,CL01007,2024-10-05,Crédito consumo digital,800000,9,0.0231,99000,Web,794,0.0471,Automática,Finalizado
CR001106,CL01007,2025-08-01,Crédito consumo digital,1150000,12,0.0336,118000,Call center,851,0.0562,Automática,Mora moderada
CR001107,CL01009,2025-05-18,Crédito libre inversión,2700000,9,0.0277,343000,App,786,0.1916,Automática,Finalizado
CR001108,CL01010,2025-10-19,Avance de nómina,500000,6,0.0272,91000,Aliado,784,0.0548,Automática,Mora severa
CR001109,CL01012,2026-02-20,Crédito libre inversión,2750000,12,0.0234,265000,Web,847,1.2,Automática,Mora moderada
CR001110,CL01013,2026-01-18,Crédito libre inversión,6750000,12,0.0175,629000,App,863,0.2132,Automática,Activo
CR001111,CL01013,2026-02-27,Microcrédito,3600000,3,0.0252,1261000,App,900,0.4275,Manual,Activo
CR001112,CL01013,2025-09-18,Crédito libre inversión,6150000,6,0.0231,1110000,App,836,0.3763,Manual,Finalizado
CR001113,CL01014,2023-07-18,Crédito consumo digital,1050000,12,0.0365,110000,App,783,0.0775,Automática,Mora severa
CR001114,CL01015,2025-07-27,Crédito libre inversión,2700000,6,0.0281,495000,Web,571,0.7984,Excepción,Mora moderada
CR001115,CL01015,2025-07-14,Crédito libre inversión,1950000,9,0.018,237000,App,585,0.3823,Manual,Mora severa
CR001116,CL01016,2025-09-06,Crédito libre inversión,3250000,12,0.0182,304000,Web,900,0.0498,Automática,Activo
CR001117,CL01017,2024-09-16,Crédito libre inversión,2600000,6,0.0178,461000,App,742,0.2058,Automática,Mora moderada
CR001118,CL01018,2024-08-11,Crédito consumo digital,750000,12,0.0255,73000,Aliado,868,0.0315,Automática,Finalizado
CR001119,CL01019,2024-08-22,Microcrédito,4500000,24,0.0274,258000,App,817,0.1004,Automática,Mora severa
CR001120,CL01019,2025-11-09,Avance de nómina,500000,6,0.0279,92000,App,779,0.0358,Automática,Activo
CR001121,CL01020,2026-01-04,Crédito consumo digital,1300000,12,0.0342,134000,Aliado,853,0.0381,Automática,Activo
CR001122,CL01021,2025-12-02,Crédito libre inversión,6450000,18,0.026,453000,Aliado,840,0.2004,Automática,Activo
CR001123,CL01022,2025-01-29,Crédito consumo digital,2250000,6,0.0336,420000,App,900,0.0959,Automática,Finalizado
CR001124,CL01025,2025-12-01,Crédito libre inversión,5700000,6,0.0321,1059000,Call center,900,0.2179,Automática,Activo
CR001125,CL01026,2024-09-18,Crédito consumo digital,4750000,6,0.03,877000,App,900,0.1491,Automática,Finalizado
CR001126,CL01028,2025-01-27,Crédito libre inversión,1900000,9,0.0196,232000,App,799,0.1536,Automática,Finalizado
CR001127,CL01029,2025-06-08,Crédito libre inversión,7550000,6,0.0272,1381000,Web,725,0.4384,Manual,Finalizado
CR001128,CL01030,2025-07-13,Crédito consumo digital,600000,6,0.0267,110000,Aliado,756,0.0759,Automática,Finalizado
CR001129,CL01031,2025-11-24,Crédito consumo digital,1750000,6,0.0258,319000,App,802,0.1208,Automática,Activo
CR001130,CL01032,2024-10-10,Crédito libre inversión,8000000,24,0.0252,448000,App,862,0.1082,Automática,Mora severa
CR001131,CL01032,2025-11-11,Microcrédito,2800000,12,0.0438,305000,Web,900,0.0737,Automática,Activo
CR001132,CL01033,2024-11-18,Microcrédito,1450000,12,0.0258,142000,Aliado,692,0.1203,Automática,Mora severa
CR001133,CL01033,2025-11-21,Avance de nómina,400000,6,0.0237,72000,Aliado,661,0.061,Automática,Activo
CR001134,CL01035,2025-07-22,Crédito consumo digital,600000,9,0.0259,76000,Web,785,0.0455,Automática,Finalizado
CR001135,CL01036,2025-02-25,Crédito libre inversión,2150000,6,0.0321,400000,App,695,0.5714,Excepción,Mora moderada
CR001136,CL01037,2026-01-10,Crédito libre inversión,1900000,9,0.0285,242000,App,788,0.1551,Automática,Activo
CR001137,CL01038,2024-05-10,Crédito consumo digital,750000,6,0.0208,134000,Web,729,0.2,Automática,Mora severa
CR001138,CL01040,2026-02-01,Crédito libre inversión,4700000,6,0.021,842000,Call center,881,0.2934,Automática,Activo
CR001139,CL01041,2025-04-16,Crédito libre inversión,4300000,12,0.0295,431000,App,849,0.189,Automática,Finalizado
CR001140,CL01043,2024-10-30,Crédito libre inversión,1700000,24,0.0295,100000,App,886,0.0392,Automática,Mora moderada
CR001141,CL01043,2025-01-24,Crédito consumo digital,2850000,6,0.0204,510000,Aliado,795,0.2,Automática,Mora severa
CR001142,CL01043,2025-12-04,Avance de nómina,450000,9,0.0211,55000,Aliado,786,0.0216,Automática,Activo
CR001143,CL01044,2024-08-12,Crédito libre inversión,5200000,9,0.0275,660000,App,804,0.2568,Automática,Mora severa
CR001144,CL01045,2025-08-05,Crédito libre inversión,3250000,3,0.032,1153000,App,803,0.4486,Manual,Finalizado
CR001145,CL01046,2025-04-16,Crédito libre inversión,13050000,6,0.0292,2403000,Call center,900,0.4401,Manual,Finalizado
CR001146,CL01047,2025-02-10,Avance de nómina,1450000,6,0.0282,266000,App,805,0.1035,Automática,Finalizado
CR001147,CL01048,2025-05-11,Avance de nómina,900000,18,0.0252,63000,App,767,0.0364,Automática,Mora severa
CR001148,CL01051,2023-07-31,Microcrédito,1350000,24,0.0393,88000,Aliado,730,0.0807,Automática,Mora severa
CR001149,CL01053,2025-11-04,Crédito consumo digital,800000,12,0.026,78000,App,789,0.0375,Automática,Mora moderada
CR001150,CL01054,2025-10-04,Crédito libre inversión,2450000,9,0.0286,313000,App,891,0.119,Automática,Activo
CR001151,CL01055,2026-02-13,Microcrédito,2250000,6,0.0276,412000,Web,769,0.1839,Automática,Activo
CR001152,CL01056,2023-09-29,Microcrédito,1450000,6,0.0399,277000,Aliado,715,0.1937,Automática,Mora severa
CR001153,CL01058,2023-12-20,Crédito consumo digital,250000,9,0.0261,32000,Call center,777,0.0492,Automática,Mora moderada
CR001154,CL01059,2024-12-05,Crédito consumo digital,1550000,9,0.0214,191000,Web,900,0.0408,Automática,Finalizado
CR001155,CL01061,2025-10-01,Crédito consumo digital,850000,9,0.037,113000,App,845,0.0897,Automática,Activo
CR001156,CL01062,2025-07-07,Crédito consumo digital,1350000,18,0.0254,94000,App,867,0.0503,Automática,Mora moderada
CR001157,CL01063,2024-07-05,Crédito consumo digital,1350000,12,0.0309,136000,App,852,0.0422,Automática,Finalizado
CR001158,CL01064,2024-04-29,Crédito consumo digital,950000,6,0.0235,172000,App,830,0.0623,Automática,Finalizado
CR001159,CL01065,2024-10-10,Crédito consumo digital,1750000,18,0.0382,136000,App,869,0.0971,Automática,Mora moderada
CR001160,CL01066,2025-10-03,Avance de nómina,450000,12,0.0268,44000,App,859,0.0155,Automática,Activo
CR001161,CL01067,2024-04-26,Microcrédito,2550000,6,0.0449,494000,Call center,793,0.2245,Automática,Finalizado
CR001162,CL01070,2026-02-15,Crédito libre inversión,12450000,12,0.0233,1202000,App,900,0.3284,Automática,Activo
CR001163,CL01070,2025-02-08,Crédito consumo digital,1900000,6,0.0254,345000,App,900,0.0943,Automática,Finalizado
CR001164,CL01071,2026-03-07,Crédito consumo digital,1000000,6,0.0317,186000,Web,900,0.0637,Automática,Activo
CR001165,CL01071,2026-02-01,Avance de nómina,500000,12,0.0212,48000,Aliado,900,0.0164,Automática,Activo
CR001166,CL01072,2025-11-22,Crédito libre inversión,9700000,18,0.0335,726000,Aliado,873,0.1729,Automática,Activo
CR001167,CL01073,2026-01-04,Crédito libre inversión,2200000,9,0.0301,283000,App,841,0.2081,Automática,Activo
CR001168,CL01075,2024-11-05,Crédito consumo digital,3700000,3,0.0224,1289000,App,900,0.1876,Automática,Finalizado
